data,method,target_coverage,ATT,ci_l_ATT,ci_u_ATT,pv_rob_ATT,acc_hum,acc_ML,acc_system,N,N_h_l,N_h_r,c,p,q,coef_rob,se_rob,pv_rob,ci_rob_l,ci_rob_u
cifar10h,ASM,0.3,0.048034934497816595,0.0290523582989387,0.06701751069669451,7.06239852425115e-07,0.9454148471615721,1.0,0.9625,"[626, 1374]",626.0,644.0,-0.9999975581026042,1.0,2.0,-0.04324451257380035,0.010062020989596267,1.725048904653808e-05,-0.06296571132509511,-0.023523313822505595
cifar10h,ASM,0.4,0.061962134251290824,0.039980988327463544,0.0839432801751182,3.296802973290814e-08,0.9406196213425129,1.0,0.9655,"[838, 1162]",838.0,493.0,-0.999935232844291,1.0,2.0,-0.03904710492434904,0.012408465802978627,0.0016506124392178289,-0.06336725100158402,-0.01472695884711405
cifar10h,ASM,0.5,0.08631578947368412,0.06060954854361725,0.11202203040375125,4.6691969161134934e-11,0.94,0.9980952380952381,0.9705,"[1050, 950]",1050.0,285.0,-0.9981099819706287,1.0,2.0,0.006036935098299612,0.024354702076840658,0.8042307002763127,-0.04169740382651093,0.053771274023110154
cifar10h,ASM,0.6,0.10775295663600526,0.07754961623719647,0.13795629703481405,2.703458263507271e-12,0.9369250985545335,0.9911218724778047,0.9705,"[1239, 761]",1239.0,110.0,-0.9656411483883858,1.0,2.0,-0.14611698960868824,0.06667448833280751,0.028415794069591112,-0.27679658542862695,-0.015437393788749504
cifar10h,ASM,0.7,0.1317957166392092,0.09674364394297352,0.16684778933544497,1.7132018159954192e-13,0.9373970345963756,0.9834888729361091,0.9695,"[1393, 607]",17.0,18.0,-0.6571557953953744,1.0,2.0,0.06992614308142264,0.13593402553443318,0.6069637185162547,-0.19649965123961444,0.3363519374024597
cifar10h,ASM,0.8,0.17788461538461542,0.13237957923444277,0.22338965153478801,1.8344062699417437e-14,0.9302884615384616,0.976010101010101,0.9665,"[1584, 416]",22.0,34.0,0.5028311669826508,1.0,2.0,-0.035389045085285176,0.07176889934047138,0.6219438917458404,-0.17605350300268952,0.10527541283211916
cifar10h,ASM,0.9,0.30645161290322576,0.22750217737888012,0.38540104842757117,2.7872957144598128e-14,0.9086021505376344,0.9630650496141124,0.958,"[1814, 186]",147.0,186.0,0.9737779607065022,1.0,2.0,0.10225206775571505,0.15313372716302598,0.5043056058350857,-0.19788452230219883,0.4023886578136289
cifar10h,ASM,1.0,0.0,0.0,0.0,0.0,0.0,0.9295,0.9295,,,,,,,,,,,
cifar10h,ASM,0.0,0.028,0.014541005186846088,0.04145899481315391,4.5523399324628436e-05,0.9575,0.0,0.9575,,,,,,,,,,,
galaxyzoo,RS,0.1,-0.09792949076664792,-0.12333297310145963,-0.0725260084318364,4.169681751048991e-14,0.7241186345831002,1.0,0.7535,"[213, 1787]",213.0,861.0,-0.9999999991653483,1.0,2.0,-0.1616240997360251,0.02100193737272655,1.4074834395686165e-14,-0.2027871405921349,-0.12046105887991529
galaxyzoo,RS,0.2,-0.09171410499683741,-0.1196098590624772,-0.06381835093119767,1.1647228727166325e-10,0.7096774193548387,0.9904534606205251,0.7685,"[419, 1581]",419.0,915.0,-0.9999999805274132,1.0,2.0,-0.27722061695840505,0.026375656178563998,7.730500737241477e-26,-0.32891595313700184,-0.22552528077980827
